step,lin_vel_body_0,lin_vel_body_1,lin_vel_body_2
497,1.031035,-0.2242632,-0.5782852
498,1.1307873,-0.24671334,-0.36260402
499,1.3079665,-0.17798676,0.050432123
500,1.3980644,-0.13932641,0.424798
501,1.51298,-0.20208387,0.5135089
502,1.4827309,-0.19812182,0.37455657
503,1.5413364,-0.047902193,0.33893722
504,1.5947375,-0.045801952,0.20153946
505,1.545575,0.023489697,0.046277262
506,1.6020377,-0.08519241,-0.016741782
507,1.5716525,-0.1892391,-0.23717065
508,1.5860602,-0.18390562,-0.3903718
509,1.5938545,-0.22290464,-0.62002087
510,1.4186097,-0.3181679,-0.66296154
511,1.1311517,-0.48493582,-0.423295
512,1.2023724,-0.49890086,-0.040911615
513,1.2726495,-0.429505,0.27936316
514,1.3522412,-0.52203596,0.52290815
515,1.2344301,-0.6204525,0.6832194
516,1.2173512,-0.60355943,0.6238607
517,1.1159081,-0.7497794,0.4893479
518,1.1278132,-0.624835,0.4888415
519,1.103342,-0.5760381,0.4747042
520,1.1684535,-0.6699916,0.45090926
521,1.4009471,-0.69422656,0.47601834
522,1.3426027,-0.6753269,0.31407815
523,1.4154841,-0.6511652,0.16034667
524,1.2365196,-0.59622777,-0.06288445
525,1.2243565,-0.6870732,-0.21143106
526,1.1426333,-0.71431065,-0.45595706
527,0.9980577,-0.6051695,-0.7072474
528,1.0474714,-0.52326596,-0.8407211
529,0.9915781,-0.47420555,-0.71646905
530,1.2106895,-0.45884502,-0.30520588
531,1.2767193,-0.4692357,-0.06439548
532,1.2273902,-0.43755,0.33744907
533,1.123222,-0.3884799,0.78110826
534,1.0898191,-0.26583633,0.7362412
535,1.155544,-0.22985998,0.7612092
536,1.1990303,-0.20962806,0.7190651
537,1.194588,-0.21851759,0.57502735
538,1.2472918,-0.28629497,0.4001087
539,1.3308798,-0.24472605,0.26630378
540,1.266518,-0.082526594,0.051585488
541,1.0916189,-0.06347604,-0.23037031
542,0.99983877,-0.21827416,-0.51851094
543,1.18894,-0.13161755,-0.62690085
544,1.3614033,-0.053675424,-0.70832086
545,1.2026873,-0.008627981,-0.95507085
546,0.98406136,0.0725461,-0.77524054
547,0.94419587,0.08268634,-0.41932756
548,0.9680357,-0.04024349,0.016166087
549,1.0950987,-0.09437609,0.31296265
550,1.1549157,-0.21064958,0.6104948
551,1.1440367,-0.2924231,0.7758508
552,1.0992723,-0.3580077,0.84394443
553,1.0547986,-0.31099197,0.82618517
554,1.1302024,-0.3244373,0.75229645
555,1.2403469,-0.3273093,0.54816276
556,1.096716,-0.25776586,0.28717625
557,1.1665019,-0.19369881,0.1136434
558,1.2346237,-0.28180385,-0.039716955
559,1.1749146,-0.24763435,-0.2521264
560,1.1553333,-0.31235987,-0.40577254
561,1.211445,-0.35850728,-0.6053051
562,1.1053706,-0.40437552,-0.87520534
563,0.99225247,-0.43318087,-0.7635343
564,0.7097777,-0.2908861,-0.5267292
565,0.9706685,-0.19767262,-0.21454571
566,1.0822431,-0.18229327,0.14291221
567,1.2144151,-0.011497156,0.52805567
568,1.2630417,0.038378306,0.70524555
569,1.2528177,0.1161744,0.69728094
570,1.3363271,0.07848993,0.8016575
571,1.2829112,0.25678146,0.62887216
572,1.3246617,0.14815563,0.38831544
573,1.2039806,0.10291358,0.1437448
574,1.2800771,0.038349934,-0.02598919
575,1.1176935,0.0700997,-0.1962681
576,1.274525,0.09561608,-0.37417236
577,1.1490754,0.057812408,-0.61659527
578,1.129678,0.018567119,-0.80295795
579,1.1608769,0.13561195,-0.9845563
580,0.92447895,0.12638134,-0.8795558
581,0.8366238,0.16337635,-0.52506995
582,1.0710608,0.27266672,-0.15079787
583,1.038627,0.14411102,0.058305293
584,1.1170145,0.21398968,0.41081586
585,1.1768332,0.23853458,0.72956955
586,1.0586911,0.19689985,1.0072385
587,1.0168343,0.068400174,1.0893664
588,1.1905833,0.06017691,1.0335038
589,1.0744163,0.07305632,0.72115207
590,1.1047845,0.11231699,0.55929077
591,1.1504283,0.096028306,0.3359085
592,1.0525504,-0.035272658,0.116017275
593,1.125824,0.06266522,0.012390658
594,1.091061,0.16116539,-0.25536883
595,1.191269,0.022116764,-0.3726266
596,1.0889052,0.036907367,-0.6649796
597,1.172777,0.031172276,-0.8350572
598,1.1016583,-0.12952515,-0.9615489
599,0.8868581,-0.078829594,-0.9348282
600,1.0199937,0.08018688,-0.60026026
601,1.1410336,0.047993843,-0.21392083
602,1.4065942,0.11342317,0.1805581
603,1.4397075,0.32228622,0.51432586
604,1.5086428,0.32730854,0.5122114
605,1.5520498,0.34565866,0.41524333
606,1.403309,0.25850844,0.18035278
607,1.2985342,0.30120736,0.027671263
608,1.2620751,0.103562884,-0.22234613
609,1.3309655,0.14859712,-0.4285648
610,1.3745196,0.25587392,-0.59195465
611,1.2378151,0.13715649,-0.5929159
612,1.3543501,0.11360251,-0.26110366
613,1.5479621,-0.03175825,0.040234122
614,1.6049243,-0.0076549505,0.36010605
615,1.5373396,-0.019253418,0.5055662
616,1.5133141,0.028945053,0.6371237
617,1.408172,-0.021969019,0.53186226
618,1.4460648,-0.0062983017,0.46940738
619,1.387773,-0.016411494,0.38664362
620,1.2670592,0.063211076,0.19580975
621,1.4022886,0.042647813,0.1254986
622,1.5210648,0.055374138,0.011066932
623,1.7203399,-0.015678825,-0.1363558
624,1.7184299,-0.14507033,-0.32696557
625,1.6250277,-0.17746404,-0.50960547
626,1.6028843,-0.0300836,-0.65092
627,1.4577075,0.0030253488,-0.8725207
628,1.2741493,0.20719531,-0.7398106
629,1.2240794,0.36500317,-0.37057215
630,1.3510479,0.31340945,-0.12735146
631,1.3760347,0.29299918,0.272269
632,1.2590225,0.47387388,0.6452497
633,1.1977295,0.47435963,0.80792224
634,1.2209972,0.3049623,0.75998074
635,1.1908313,0.35967925,0.5073333
636,1.393156,0.1554164,0.5113369
637,1.433344,0.067721516,0.32529303
638,1.3981994,0.18021268,0.14892903
639,1.5739336,0.23809016,0.0030397363
640,1.5601758,0.26908547,-0.16327965
641,1.4584773,0.2911404,-0.32393074
642,1.4253708,0.23867801,-0.55543077
643,1.3761979,0.21049762,-0.7919159
644,1.4005184,0.026250552,-0.6707443
645,1.1555091,-0.07609213,-0.38865173
646,1.3604364,-0.103303805,-0.09116004
647,1.3490515,-0.16122705,0.18567881
648,1.3130627,-0.059792154,0.55398285
649,1.4072461,-0.1871697,0.7310872
650,1.4596262,-0.30497897,0.7530072
651,1.438657,-0.19707093,0.78922224
652,1.2955978,-0.21428326,0.50574607
653,1.2401524,-0.16474041,0.34822905
654,1.4048225,-0.24810354,0.25178367
655,1.309075,-0.29500753,0.11499871
656,1.2773641,-0.11653493,-0.017055482
657,1.2732409,-0.23868175,-0.25253427
658,1.3332089,-0.18006589,-0.38658696
659,1.4101378,-0.31115335,-0.60401475
660,1.2552551,-0.06316212,-0.826764
661,1.1482514,0.030950122,-0.53176916
662,1.0932474,0.0018377389,-0.1924635
663,1.298094,0.20037091,0.11769292
664,1.3257929,0.12239327,0.37454945
665,1.4285992,0.13300501,0.59093136
666,1.4732323,0.20592114,0.81419545
667,1.3245673,0.32884252,0.6279647
668,1.4941852,0.2944469,0.5444268
669,1.3620605,0.2348743,0.29461685
670,1.5109891,0.18583722,0.1842663
671,1.6008863,0.15136185,0.048682805
672,1.4873039,0.31542632,-0.1348724
673,1.4527146,0.32595438,-0.25488776
674,1.3802094,0.35330385,-0.4653772
675,1.4216688,0.36822295,-0.6290966
676,1.3362986,0.36641487,-0.82442486
677,1.1600304,0.07255268,-0.6901672
678,0.9633568,-0.07006605,-0.25911477
679,1.0669191,-0.022351628,-0.025473831
680,1.2855748,0.070996314,0.29471594
681,1.2508132,-0.026704673,0.5912855
682,1.3075789,0.0015853301,0.6184581
683,1.3338349,0.06596349,0.6729045
684,1.3913199,-0.048987977,0.796054
685,1.3014231,-0.05828575,0.86131424
686,1.417398,-0.10042769,0.7708615
687,1.3084159,-0.19895783,0.6302094
688,1.3659514,-0.18635027,0.4638781
689,1.3206149,-0.086158514,0.23787507
690,1.3923563,-0.08894735,0.09359226
691,1.4887806,-0.085723035,-0.08871316
692,1.4654949,-0.08201933,-0.26172382
693,1.2964894,0.036197983,-0.5273321
694,1.416734,0.013170609,-0.66309625
695,1.568191,-0.1841712,-0.71099615
696,1.243555,-0.15174806,-0.5403488
697,0.99878734,-0.23221703,-0.45358086
698,1.2788745,-0.44172397,-0.2534476
699,1.2066079,-0.3641258,-0.20020868
700,1.3468252,-0.29337606,0.088094
701,1.3040999,-0.06591752,0.28641486
702,1.2755014,0.077779874,0.5646545
703,1.315559,0.18331504,0.79277635
704,1.3730013,0.30373114,0.987405
705,1.3937167,0.14200053,0.8244988
706,1.2793918,0.1846707,0.5825938
707,1.2772645,0.002275263,0.40414608
708,1.2170938,-0.02415606,0.21178988
709,1.2772654,-0.060262293,0.045373358
710,1.147385,-0.0015523182,-0.2177527
711,1.3107697,-0.09329672,-0.35941923
712,1.2313802,0.026536994,-0.55603135
713,1.2580341,0.08816772,-0.81006163
714,1.2870207,0.060710207,-0.687595
715,1.1819949,-0.007407914,-0.48266798
716,1.1603916,-0.009565343,-0.20015201
717,1.3190389,-0.072020166,0.20554754
718,1.2313262,-0.06923412,0.38394338
719,1.4295688,-0.1017698,0.5550426
720,1.4672457,-0.23412792,0.6142942
721,1.6255728,-0.18947588,0.62731177
722,1.4923385,-0.17965621,0.38826787
723,1.5614926,-0.23370528,0.1839956
724,1.5648267,-0.10244373,0.093602106
725,1.526421,-0.13379188,-0.07859631
726,1.5171736,-0.20432843,-0.3688808
727,1.4676516,-0.15705891,-0.53335094
728,1.272866,-0.060669225,-0.66338897
729,1.2194892,0.037577827,-0.4186555
730,1.2708279,0.05027734,-0.20096232
731,1.2979375,0.09811592,0.16485533
732,1.2197899,0.014841061,0.23956007
733,1.2270977,0.023363559,0.30045563
734,1.382634,-0.00039007794,0.44307974
735,1.3772556,0.05143204,0.35827112
736,1.4499891,0.021013435,0.39629266
737,1.3893163,0.15549916,0.43589956
738,1.5048373,0.16529074,0.4295456
739,1.3857454,0.17923184,0.27324826
740,1.2188264,0.16203834,0.111292504
741,1.2281953,0.08157883,-0.14705464
742,1.072222,0.115282916,-0.43276167
743,1.0635519,0.13591415,-0.6015991
744,1.1484982,0.20611873,-0.79236853
745,1.1366739,0.0766476,-0.64096844
746,1.1350484,0.019700633,-0.35325226
747,1.2918102,-0.019482424,-0.1345132
748,1.3593956,-0.04158158,0.1403167
749,1.2436949,0.032065667,0.20771298
750,1.3803252,-0.14703605,0.25166103
751,1.2684016,-0.14087202,0.12392215
752,1.3073121,-0.032240573,0.15138537
753,1.4005926,-0.035899922,0.21960922
754,1.4983417,-0.13658601,0.40973622
755,1.3951702,-0.2499563,0.4990727
756,1.2520063,-0.2301203,0.26589382
757,1.1468384,-0.24311343,0.06469416
758,1.3230176,-0.11461282,-0.1053657
759,1.2941266,-0.09398771,-0.31217998
760,1.1967627,0.04786016,-0.53152364
761,1.2825328,0.08606748,-0.71654165
762,1.1773471,0.1615392,-0.80606365
763,1.1868954,0.10741924,-0.57616633
764,1.2104613,0.18034302,-0.36017406
765,1.2803179,0.13437866,-0.27018648
766,1.3970286,0.16665237,0.05885011
767,1.3339146,0.25543728,0.19887981
768,1.410061,0.32606226,0.43814254
769,1.4753194,0.35764202,0.6672882
770,1.369452,0.20620233,0.6147209
771,1.4858371,0.3565716,0.53218806
772,1.4106699,0.40235674,0.42304683
773,1.3185486,0.4661302,0.25329575
774,1.3045007,0.37085855,0.028107151
775,1.1966401,0.3815313,-0.2095012
776,1.268226,0.36470488,-0.3487692
777,1.3039017,0.5133355,-0.5416554
778,1.2281958,0.2893203,-0.7641938
779,1.092357,0.16373743,-0.47489285
780,1.3767202,0.21951278,-0.07790467
781,1.5894687,0.25164956,0.10041158
782,1.5757146,0.025247592,0.22783539
783,1.3213015,0.03521426,0.29901078
784,1.3142126,0.14207715,0.2124204
785,1.4082438,0.097159915,0.24444261
786,1.2770783,0.13021019,0.29416898
787,1.4244615,-0.035885278,0.35487533
788,1.4327503,-0.07140505,0.31267205
789,1.3135003,-0.025315812,0.14311795
790,1.335907,0.09312478,-0.05659503
791,1.3648642,0.10386984,-0.231985
792,1.3338665,0.10267618,-0.4944061
793,1.488595,0.111645356,-0.5577442
794,1.3566839,0.13599093,-0.7771367
795,1.3418,0.06437523,-0.9112667
796,1.1901832,0.08712386,-0.7326015
797,1.104347,0.1852267,-0.29501358
798,1.0614274,0.18040998,-0.0019147638
799,1.2391418,0.18555707,0.31045917
800,1.3625622,0.3956314,0.6297639
801,1.3931801,0.44995892,0.77723557
802,1.3211185,0.43569124,0.8193063
803,1.5519395,0.37233132,0.8162863
804,1.4196213,0.3524463,0.63746583
805,1.4694561,0.4156127,0.5711064
806,1.3569534,0.4575398,0.3329429
807,1.2957453,0.47719964,0.107206054
808,1.5173848,0.5057928,-0.01898311
809,1.4065799,0.49473992,-0.14418249
810,1.3057985,0.3940169,-0.41464743
811,1.3101313,0.4274459,-0.6536672
812,1.3007137,0.45579723,-0.8914604
813,1.131757,0.48167938,-0.8379327
814,1.167542,0.5569263,-0.4969228
815,1.1968147,0.4012618,-0.09083502
816,1.3394291,0.2600512,0.32883158
817,1.4048778,0.17821774,0.65758765
818,1.3922617,0.26266956,0.8806984
819,1.3180962,0.22334613,0.92811906
820,1.216188,0.22557104,0.75266534
821,1.382711,0.19597898,0.6778696
822,1.3233159,0.2663324,0.42319754
823,1.3587189,0.18224338,0.18547083
824,1.375562,0.18037656,-0.009674586
825,1.4044291,0.13638878,-0.15096182
826,1.4544092,0.14786029,-0.21653476
827,1.317703,0.22069593,-0.5117468
828,1.3355701,0.34632108,-0.7149938
829,1.1823021,0.16960274,-0.80285686
830,1.0375288,0.14571103,-0.627096
831,1.107156,0.19922033,-0.3799692
832,1.4225245,0.294179,-0.005513411
833,1.4276477,0.4820731,0.34820002
834,1.4567653,0.42024645,0.5686421
835,1.4192687,0.39439824,0.6090634
836,1.4236785,0.3584631,0.61348724
837,1.3778142,0.4467288,0.5692981
838,1.4145732,0.4372554,0.49547023
839,1.4176658,0.43792754,0.2413426
840,1.424949,0.48559538,0.06599334
841,1.4561034,0.5685079,-0.11741038
842,1.599788,0.491164,-0.24865551
843,1.5122977,0.40321565,-0.46504694
844,1.3366311,0.41841686,-0.66253734
845,1.4374064,0.40832698,-0.70307475
846,1.1699504,0.2303186,-0.48478332
847,1.4494901,0.14575936,-0.08321341
848,1.3930463,0.10574148,0.24422193
849,1.523582,0.08786288,0.5310355
850,1.3934523,0.16395047,0.67250496
851,1.3943415,0.13614601,0.6004183
852,1.5035057,0.05236336,0.53862
853,1.5981578,0.05770106,0.46142232
854,1.7151762,0.017996356,0.4439393
855,1.5815927,0.17188564,0.33638257
856,1.5367643,0.12782106,0.024579886
857,1.4314064,0.109717816,-0.18234327
858,1.6164556,0.1372687,-0.25679925
859,1.5859127,0.099746495,-0.45061964
860,1.5718212,0.12897903,-0.58606476
861,1.3099079,0.2553823,-0.6770889
862,1.130081,0.09514049,-0.2968089
863,1.2150463,0.29227486,-0.028111823
864,1.5465556,0.29481545,0.3767316
865,1.5513253,0.23075655,0.5085767
866,1.3339368,0.29669377,0.39884004
867,1.3230354,0.43273538,0.2584067
868,1.3410358,0.4628817,0.0869489
869,1.5172129,0.51643187,0.23382778
870,1.4765272,0.5050212,0.34363207
871,1.5661736,0.43490294,0.35835403
872,1.5354812,0.40883514,0.14368354
873,1.4747918,0.45923498,-0.05969307
874,1.3130909,0.4060466,-0.341515
875,1.3484355,0.33384576,-0.5415252
876,1.4768533,0.20441441,-0.7013448
877,1.4479837,0.29795793,-0.865777
878,1.073855,0.43714276,-1.1161729
879,1.2309133,0.25472173,-0.73766637
880,1.369507,0.29993042,-0.36734852
881,1.3798466,0.2989252,-0.03300209
882,1.3910964,0.110774696,0.29745597
883,1.4454004,0.046554297,0.59787804
884,1.449641,-0.12830687,0.78566885
885,1.4564073,-0.13252161,0.84106165
886,1.3422314,0.024018064,0.76154333
887,1.4474465,-0.04032814,0.6802503
888,1.4565083,-0.085140675,0.48521614
889,1.476799,-0.059900418,0.37140766
890,1.3523604,-0.0005803057,0.15450396
891,1.3504149,-0.0019760102,-0.06662883
892,1.3900628,-0.001695842,-0.21164645
893,1.274007,0.07355208,-0.49166775
894,1.3054698,-0.057105206,-0.6857413
895,1.2570292,-0.12261896,-0.79435956
896,1.2433629,-0.20117544,-0.6320834
897,1.4160273,-0.22898068,-0.34197342
898,1.6253247,-0.36418653,0.04724458
899,1.5553559,-0.18511817,0.34709308
900,1.481148,-0.08715019,0.42395672
901,1.4140304,0.027115643,0.47771138
902,1.3225275,-0.16291787,0.5384631
903,1.4063838,-0.05288581,0.58862543
904,1.5862702,0.15986568,0.8099096
905,1.4932667,0.29164022,0.7128142
906,1.4178792,0.32700595,0.52014786
907,1.4662381,0.16794303,0.27291143
908,1.3717353,0.103494816,0.08391946
909,1.4603391,0.039984815,-0.02515766
910,1.3707043,0.06901849,-0.26244205
911,1.4710104,0.15626064,-0.41617364
912,1.2792481,0.24962845,-0.6654986
913,1.2190837,0.27229884,-0.8901759
914,1.2873268,0.29090136,-1.0219271
915,1.0437415,-0.1062311,-0.741789
916,1.1281357,-0.23181732,-0.39011785
917,1.2589184,-0.1378726,0.027488269
918,1.2811537,0.08323479,0.364963
919,1.5787838,-0.04547836,0.72093004
920,1.4679725,-0.08694911,0.89153343
921,1.5293561,-0.22237332,0.83597875
922,1.4156268,-0.16292012,0.6595654
923,1.4292736,-0.13312879,0.5258057
924,1.3494174,0.01588752,0.28823078
925,1.3582432,-0.09111921,0.03521573
926,1.2895417,-0.022002762,-0.19900988
927,1.3298199,-0.04069305,-0.3331578
928,1.1749527,-0.07991839,-0.6200245
929,1.3203529,-0.20866883,-0.7779669
930,1.3591828,-0.27710605,-0.923236
931,1.1700875,-0.2717554,-0.6748793
932,1.3960079,-0.25229406,-0.29692227
933,1.4969451,-0.33228937,0.10878894
934,1.5365673,-0.0827471,0.44221017
935,1.5387335,0.08380012,0.63108206
936,1.4407072,0.13790233,0.74321115
937,1.4637412,0.16151287,0.71776557
938,1.3995456,0.1829294,0.59461254
939,1.3784409,0.06470903,0.41236755
940,1.1523789,-0.01291788,0.1616739
941,1.2318332,0.025888953,-0.02664864
942,1.125446,0.0738365,-0.2737037
943,1.2388438,0.19204238,-0.42984766
944,1.2211809,0.08789583,-0.6807886
945,1.2247559,0.17395633,-0.8515022
946,1.2225275,0.10267465,-0.9422417
947,1.0422324,0.05939977,-0.89478296
948,1.2271892,0.068042316,-0.49778458
949,1.359903,0.027540047,-0.17709178
950,1.3545092,-0.056591246,0.23211834
951,1.276884,0.13017584,0.4768542
952,1.2827702,0.09967216,0.67175466
953,1.2820556,0.0757548,0.79138374
954,1.0949359,-0.10007792,0.7588489
955,1.1708604,-0.16816975,0.5355174
956,1.1121014,-0.0746716,0.34069538
957,1.2358547,-0.049666956,0.16849804
958,1.3044463,0.017071921,0.02859437
959,1.2280505,0.016689502,-0.2505558
960,1.2409308,0.09535348,-0.4595633
961,1.1404532,0.14937271,-0.62523293
962,1.1281435,0.06811688,-0.9004851
963,1.2374302,0.06355472,-0.7537886
964,1.1141064,0.046389148,-0.49373525
965,1.1854753,0.10983035,-0.16874301
966,1.3700491,0.049166307,0.29582617
967,1.4657458,0.07466172,0.47493201
968,1.3644065,0.13505009,0.5505138
969,1.4068098,0.27556822,0.57157445
970,1.3764272,0.41473755,0.5343768
971,1.4304072,0.26966503,0.46143955
972,1.5885792,0.4052202,0.34091336
973,1.5678625,0.3979485,0.18620157
974,1.4959381,0.3929083,-0.045394026
975,1.3061879,0.38079378,-0.27944815
976,1.2955261,0.26317322,-0.4570488
977,1.439215,0.2591442,-0.57308424
978,1.3313615,0.30602956,-0.78853226
979,1.1591562,0.27047542,-0.54042566
980,1.1285831,0.21747662,-0.2210413
981,1.1871804,0.11301346,0.05426802
982,1.277555,-0.08140853,0.15623578
983,1.3566777,-0.08389275,0.45203507
984,1.2800361,0.10704668,0.69133496
985,1.3646984,0.09932037,0.65441626
986,1.3764262,-0.049769573,0.8137017
987,1.2986956,-0.116315015,0.9867372
988,1.2327844,-0.15171783,0.84961885
989,1.2688841,-0.07335979,0.7464129
990,1.234961,-0.008899005,0.48826903
991,1.1855947,0.05869447,0.27641785
992,1.1723094,0.051791057,0.062843055
993,1.1284144,0.078702256,-0.15015016
994,1.1605461,0.0038636765,-0.352516
995,1.0403019,0.09367627,-0.57716423
996,1.147878,0.003939485,-0.7749284
997,1.2263016,-0.05307247,-0.9357421
998,1.2077084,-0.2178054,-1.1050577
999,1.1344675,-0.14351729,-1.0144972
